Nama Kota;Luas Panen 2010;Luas Panen 2011;Luas Panen 2012;Luas Panen 2013;Luas Panen 2014;Luas Panen 2015;Luas Panen 2016;Luas Panen 2017;Luas Panen 2018;Luas Panen 2019;Luas Panen 2020;Luas Panen 2021;Luas Panen 2022;Luas Panen 2023;Luas Panen 2024;Produksi 2010;Produksi 2011;Produksi 2012;Produksi 2013;Produksi 2014;Produksi 2015;Produksi 2016;Produksi 2017;Produksi 2018;Produksi 2019;Produksi 2020;Produksi 2021;Produksi 2022;Produksi 2023;Produksi 2024;Produktivitas 2010;Produktivitas 2011;Produktivitas 2012;Produktivitas 2013;Produktivitas 2014;Produktivitas 2015;Produktivitas 2016;Produktivitas 2017;Produktivitas 2018;Produktivitas 2019;Produktivitas 2020;Produktivitas 2021;Produktivitas 2022;Produktivitas 2023;Produktivitas 2024
3603 - Kab. Tangerang;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8.15;0;0;0;0;7.93;0;0;0;0;0;0;0;0
3604 - Kab. Serang;806;325;414;246;236;193;138;106;40.6;32.7;25.9;72;28;0;0;668;259;342;201;195;154.91;112;79.53;41;33;19;69.4;27;0;0;8.29;7.95;8.27;8.17;8.28;8.03;8.08;0;0;0;0;0;0;0;0
3671 - Kota Tangerang;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3672 - Kota Cilegon;64;56;46;34;38;38;21;32.4;38;39;44;66;52.5;0;0;53;44;38;28;32;30.65;16;25.59;36.9;37.1;37.2;86.1;56.9;0;0;8.35;7.94;8.2;8.2;8.31;8.07;8.02;0;0;0;0;0;0;0;0
3673 - Kota Serang;191;240;188;56;105;135;114;15;32;24.1;10.5;6;15.3;0;0;159;194;156;47;88;110.13;94;10.47;32;21;7.5;4.2;18;0;0;8.33;8.09;8.32;8.32;8.34;8.16;8.28;0;0;0;0;0;0;0;0
3674 - Kota Tangerang Selatan;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.3;0;0;0;0;0;0;0;0;0
5101 - Kab. Jembrana;132;80;139;98;92;52;195;52;187.6;99.2;150.2;69;25.5;0;0;190;83;181;94;132;42;243;42;327;110.1;124.3;94.9;24.6;0;0;14.36;10.36;13.06;9.56;14.35;8.1;12.46153846;0.08;0;0;0;0;0;0;0
5102 - Kab. Tabanan;0;0;0;2;0;2;0;2;0;0;0;4.8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
5103 - Kab. Badung;4;8;0;14;1;0;1;0;1.9;2.9;42.2;0;6.7;0;0;4;8;0;12;1;0;1;0;2;3;41.2;0;10.5;0;0;10.11;10.11;0;9;10;0;10;0;0;0;0;0;0;0;0
5104 - Kab. Gianyar;19;8;41;46;22;33;63.9;33;8.7;28.1;0;2.9;2.9;0;0;21;8;49;52;23;51;140;51;9;29;0;2.5;1.5;0;0;11.04;10.2;12.07;11.23;10.45;15.5;21.90923318;0.15;0;0;0;0;0;0;0
5105 - Kab. Klungkung;62;54;44;37;30;34;26;34;0;0;0;0;0;0;0;61;54;44;37;31;35;27.014;35;0;0;0;0;0;0;0;9.9;10.01;10.09;10.09;10.33;10.3;10.39;0.1;0;0;0;0;0;0;0
5106 - Kab. Bangli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5107 - Kab. Karang Asem;290;350;942;637;326;305;0;305;0;0;0;0;0.1;0;0;296;356;957;647;331;229;0;229;0;0;0;0;0.1;0;0;10.22;10.06;10.15;10.16;10.15;7.5;0;0.08;0;0;0;0;0;0;0
5108 - Kab. Buleleng;257;481;390;295;330;134;206.1;134;158.9;150.1;92.4;139.8;151.1;0;0;181;373;297;343;423;159;178.9619;159;167.3;151.8;66.2;123.1;153.3;0;0;7;8;8;12;12.82;11.9;8.683255701;0.12;0;0;0;0;0;0;0
5171 - Kota Denpasar;0;2;0;0;0;0;0;0;1.9;0;0;0;1.9;0;0;0;2;0;0;0;0;0;0;2;0;0;0;2.7;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
5201 - Kab. Lombok Barat;189;334;371;172;432;259;407;284;230.9;209.5;61;338.2;140.8;0;0;214;357;431;264;762;224;132;337;221;313;19;351;81;0;0;11.32;10.69;11.62;15.32;17.64;8.65;3.24;11.87;0;0;0;0;0;0;0
5202 - Kab. Lombok Tengah;795;625;347;180;154;600;1650;629;627.7;1085.9;840.4;1212.7;67.2;0;0;793;653;394;188;121;526;1026;591;655;1296;1131.2;1071;1318.8;0;0;9.97;10.45;11.36;10.44;7.86;8.77;6.22;9.4;0;0;0;0;0;0;0
5203 - Kab. Lombok Timur;1194;1156;730;550;622;1054;569;513;303.1;86.4;659.6;253;760.8;0;0;1282;1244;854;626;757;808;414;381;218;92.5;748.3;270.4;227.4;0;0;10.74;10.76;11.7;11.38;12.17;7.67;7.28;7.43;0;0;0;0;0;0;0
5204 - Kab. Sumbawa;33880;32518;17311;14225;10460;13891;20663;8255;5726;2082.7;6427.3;10875.8;105;0;0;37489;36305;21457;15473;11881;15666;20656;6996;7914;2953.9;9789;15596;12247;0;0;11.07;11.16;12.4;10.88;11.36;11.28;10;8.47;0;0;0;0;0;0;0
5205 - Kab. Dompu;5342;5502;5330;3038;3684;5550;8897;3963;2276.1;2902.7;5011;3467.8;10;0;0;5839;5965;6282;3676;3881;6779;14233;4371;2739;3465;6029.8;4182.6;5110.8;0;0;10.93;10.84;11.79;12.1;10.53;12.21;16;11.03;0;0;0;0;0;0;0
5206 - Kab. Bima;1205;3977;1771;660;337;1315;2220;1246;468.1;475.7;1322.2;1797.6;367;0;0;1413;4756;2302;1229;692;2514;3871;1421;472;313.5;710;1615.9;527.5;0;0;11.73;11.96;13;18.62;20.53;19.12;17.44;11.4;0;0;0;0;0;0;0
5207 - Kab. Sumbawa Barat;2541;1079;1871;536;665;617;1042;360;112;198.8;1437;343.7;0;0;0;2610;1263;2381;606;94;537;1129;80;117;189.7;1482.6;402;65.8;0;0;10.27;11.71;12.72;11.3;1.41;8.7;10.83;2.22;0;0;0;0;0;0;0
5208 - Kab. Lombok Utara;76;0;28;7;32;14;33;7;6.8;2;5;11.8;145;0;0;76;0;35;12;21;8;38;16;7;2.5;102;24.8;3.6;0;0;10;0;12.42;17;6.56;5.71;11.62;23.77;0;0;0;0;0;0;0
5271 - Kota Mataram;2;125;3;0;0;4;0;3;0;0;0;0;0;0;0;2;119;3;0;0;1;0;3;0;0;0;0;0;0;0;10;9.52;11.38;0;0;2.5;0;0;0;0;0;0;0;0;0
5272 - Kota Bima;287;35;13;6;9;11;108;62;47;12.7;29.2;29.2;45;0;0;294;40;13;6;9;11;103;61;48;13;30;30;45;0;0;10.24;11.43;10.35;9.89;10;10;9.54;9.89;0;0;0;0;0;0;0
5301 - Kab. Sumba Barat;260;102;345;430;400;13;17;0;141;75;8;134;128;0;0;237;96;319;396;3;11;0;0;141;74;5.7;46.6;29.9;0;0;9.12;9.38;0;9.21;7.71;8.5;0;0;10;9.866666667;7.125;3.47761194;2.3359375;0;0
5302 - Kab. Sumba Timur;286;389;262;223;223;234;197.3;0;412;184;331;129;54;0;0;298;354;244;203;204;58;0;0;348.2;189.6;188.5;118;50;0;0;10.44;9.1;0;9.08;9.15;2.5;0;0;8.451456311;10.30434783;5.694864048;9.147286822;9.259259259;0;0
5303 - Kab. Kupang;3844;546;415;138;137;196;144.4;0;143.7;124.8;296.4;378.2;143.9;0;0;1708;452;361;119;116;85;0;0;67.8;232.5;147.5;202.1;61.6;0;0;4.44;8.27;0;8.6;8.45;4.3;0;0;4.718162839;18.62980769;4.976383266;5.343733474;4.280750521;0;0
5304 - Kab. Timor Tengah Selatan;1607;704;394;1043;627;626;554;0;869;1390.8;1771;1049;1317;0;0;1658;594;329;859;510;626;0;0;869;1385;1815;1048.7;1197.6;0;0;10.32;8.43;0;8.23;8.13;10.8;0;0;10;9.958297383;10.2484472;9.997140133;9.093394077;0;0
5305 - Kab. Timor Tengah Utara;825;352;394;678;171;275;259.4;0;188.8;266.8;327;528.7;275.9;0;0;848;308;164;610;153;232;0;0;191;256.3;69.8;311.3;164.5;0;0;10.28;8.74;0;8.99;8.93;0;0;0;10.11652542;9.606446777;2.134556575;5.888027237;5.962305183;0;0
5306 - Kab. Belu;1869;1839;1895;2577;2432;866;645.1;0;1309.3;1393.5;1369.8;1286.3;1562.4;0;0;1761;1401;1551;2068;2020;711;0;0;991.4;995;952;918.4;1160.3;0;0;9.42;7.62;0;8.03;8.31;8.2;0;0;7.57198503;7.140294223;6.949919696;7.139858509;7.426395289;0;0
5307 - Kab. Alor;180;195;74;181;157;150;180;0;217;302;247;181;86;0;0;180;164;62;153;132;146;0;0;170;238;199;146.6;302.2;0;0;10.01;8.4;0;8.47;8.38;9.7;0;0;7.834101382;7.880794702;8.056680162;8.099447514;35.13953488;0;0
5308 - Kab: Lembata;81;282;137;212;320;340;145;0;66;121;169;149;46;0;0;72;235;115;178;268;528;0;0;48.5;121;10;43;5.7;0;0;8.93;8.33;0;8.41;8.37;15.5;0;0;7.348484848;10;0.591715976;2.88590604;1.239130435;0;0
5309 - Kab. Flores Timur;418;180;268;649;58;573;463.2;0;714;733;761;529;517;0;0;466;152;225;500;36;527;0;0;1202;382;733;200.5;97.6;0;0;11.15;8.42;0;7.71;6.18;9.2;0;0;16.83473389;5.211459754;9.632063075;3.790170132;1.887814313;0;0
5310 - Kab. Sikka;1446;2875;3662;1459;2632;2292;2477.8;0;1975.6;2495.5;1384.6;2029.2;1693.9;0;0;1383;2387;3147;1266;2288;1926;0;0;1765.4;2373;1372.9;1613.3;1496.1;0;0;9.56;8.3;0;8.67;8.69;8.4;0;0;8.936019437;9.50911641;9.915499061;7.950423812;8.832280536;0;0
5311 - Kab. Ende;237;32;32;52;7;73;47.5;0;43;115.9;45.4;17.7;86;0;0;223;26;27;43;6;120;0;0;39.3;19.8;65.4;24.9;58.7;0;0;9.39;8.17;0;8.19;8.35;16.4;0;0;9.139534884;1.708369284;14.40528634;14.06779661;6.825581395;0;0
5312 - Kab. Ngada;280;121;126;15;62;109;74;0;30;13;11;202;57;0;0;316;94;109;13;51;79;0;0;29;13;9.1;110.3;25.5;0;0;11.28;7.79;0;8.38;8.3;7.3;0;0;9.666666667;10;8.272727273;5.46039604;4.473684211;0;0
5313 - Kab. Manggarai;1065;767;575;108;176;125;97.5;0;119.2;83.1;42.8;67;20.8;0;0;1189;644;503;90;139;149;0;0;85;119;127;97.7;31.2;0;0;11.17;8.4;0;8.32;7.88;11.9;0;0;7.130872483;14.32009627;29.6728972;14.58208955;15;0;0
5314 - Kab. Rote Ndao;197;120;144;171;169;137;169.2;0;151.8;79;145.3;42;40;0;0;123;103;122;147;143;119;0;0;151;75.8;135.6;44.2;39.4;0;0;6.27;8.55;0;8.59;8.45;8.7;0;0;9.947299078;9.594936709;9.332415692;10.52380952;9.85;0;0
5315 - Kab. Manggarai Barat;1197;898;574;199;316;486;245.6;0;52;191;262;266;100;0;0;1190;836;533;185;292;492;0;0;52;220.3;504.2;340.8;136.6;0;0;9.94;9.31;0;9.28;9.25;10.1;0;0;10;11.53403141;19.24427481;12.81203008;13.66;0;0
5316 - Kab. Sumba Tengah;658;252;111;18;28;0;90;0;131;81;4;178;296;0;0;462;219;742;17;25;0;0;0;131;81;1.5;135.5;189.3;0;0;7.03;8.7;0;9.21;8.99;0;0;0;10;10;3.75;7.612359551;6.39527027;0;0
5317 - Kab. Sumba Barat Daya;282;552;804;259;408;327;389;0;226;311;0;72;0;0;0;271;501;105;239;369;296;0;0;226;311;0;88.2;0;0;0;9.59;9.08;0;9.21;9.05;9.1;0;0;10;10;0;12.25;0;0;0
5318 - Kab. Nagekeo;427;113;181;79;87;151;99;0;71;30;90;22;8;0;0;479;95;158;69;75;142;0;0;62.2;25.6;74.5;19.4;7.4;0;0;11.23;8.42;0;8.77;8.6;9.4;0;0;8.76056338;8.533333333;8.277777778;8.818181818;9.25;0;0
5319 - Kab. Manggarai Timur;600;427;476;906;452;260;350.8;0;208.5;186.4;167.4;256.9;110.9;0;0;590;385;439;827;413;52;0;0;211.7;95.3;224.9;222.2;103.3;0;0;9.84;9.02;0;9.13;9.14;2;0;0;10.15347722;5.112660944;13.4348865;8.649279875;9.314697926;0;0
5320 - Kab. Sabu Raijua;0;1549;2525;2471;2079;1697;1203;0;1288;1257;1076;1033;1264;0;0;0;1353;2221;2161;1877;766;0;0;532.8;1021.6;618.4;604.8;506.5;0;0;0;8.73;0;8.75;9.03;4.5;0;0;4.136645963;8.127287192;5.747211896;5.854791868;4.007120253;0;0
5321 - Kab. Malaka;0;0;0;0;0;2199;2737;0;3879;4395;4054;5118;4751;0;0;0;0;0;0;0;2651;0;0;3004.4;3379.3;3310.1;2634.3;3656.3;0;0;0;0;0;0;0;12.1;0;0;7.745295179;7.688964733;8.1650222;5.147127784;7.695853505;0;0
5371 - Kota Kupang;8;12;1;1;3;1;0;0;0;1;1;0;0;0;0;6;10;1;1;3;1;0;0;0;1;1;0;0;0;0;7.8;8.31;0;8.43;8.35;1;0;0;0;10;10;0;0;0;0
6101 - Kab. Sambas;1454;2099;943;633;0;1376;1833;1776.4;1598.8;1015.3;626.8;285.7;452;0;0;1054;1541;715;483;0;1043;1389;1346.5108;1512;1167.8;775.3;241.2;507.5;0;0;7.25;7.34;7.58;8;0;7.58;7.58;7.579997748;0;0;0;0;0;0;0
6102 - Kab. Bengkayang;109;19;59;33;0;46;33;1;8;6;11;23;8;0;0;72;58;38;21;0;28;19;0.641;8;4;5.5;16;8;0;0;6.63;6.42;6.48;6;0;6.17;5.81;6.41;0;0;0;0;0;0;0
6103 - Kab. Landak;138;11;21;19;0;0;0;0;0;0;0;0;2;0;0;96;8;15;13;0;0;0;0;0;0;0;0;1.7;0;0;6.97;6.98;7;7;0;0;0;0;0;0;0;0;0;0;0
6104 - Kab. Mempawah;16;32;50;9;0;5;15;11;5;3;5;7;3.5;0;0;12;18;38;7;0;4;13;9.219;5;3;3;19.6;2.8;0;0;7.5;7.63;7.61;8;0;8;8.43;8.380909091;0;0;0;0;0;0;0
6105 - Kab. Sanggau;13;0;2;1;0;0;0;0;0;0;5;0;0;0;0;8;0;1;1;0;0;0;0;0;0;5;0;0;0;0;6.44;0;6.96;7;0;0;0;0;0;0;0;0;0;0;0
6106 - Kab. Ketapang;5;12;7;0;0;0;0;0;0;0;0;4;0;0;0;3;8;5;0;0;0;0;0;0;0;0;4.2;0;0;0;6.58;6.64;6.71;0;0;0;0;0;0;0;0;0;0;0;0
6107 - Kab. Sintang;45;41;28;7;0;11;6;4;2;12;6;1;0;0;0;34;31;22;6;0;9;5;3.5;2;12;3.2;1;0;0;0;7.55;7.67;7.74;9;0;8.46;8.33;8.75;0;0;0;0;0;0;0
6108 - Kab. Kapuas Hulu;30;24;21;18;0;1;7;1;1;1;0;1;9;0;0;22;18;16;14;0;1;7;1.0355;1;1;0;1;6.5;0;0;7.44;7.4;7.43;6;0;10;10;10.355;0;0;0;0;0;0;0
6109 - Kab. Sekadau;0;0;2;0;0;6;0;0;0;2;1;3;8;0;0;0;0;1;0;0;4;0;0;0;1.8;1;3;0.5;0;0;0;0;5.88;0;0;6.06;0;0;0;0;0;0;0;0;0
6110 - Kab. Melawi;5;0;4;3;0;1;1;0;2;0;0;1;0;0;0;3;0;2;1;0;1;1;0;2;0;0;0.5;0;0;0;6.13;0;6.13;4;0;10;10;0;0;0;0;0;0;0;0
6111 - Kab. Kayong Utara;0;2;2;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;6;6.06;6;0;0;16.13;0;0;0;0;0;0;0;0
6112 - Kab. Kubu Raya;6;5;11;7;0;15;9;9.5;15;1.8;3.2;2.5;0;0;0;4;4;8;5;0;11;6;7.0695;15;1.8;2.2;2.2;0;0;0;7.03;7.06;7.06;7;0;7.14;7.16;7.441578947;0;0;0;0;0;0;0
6171 - Kota Pontianak;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6172 - Kota Singkawang;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
6201 - Kab. Kota Waringin Barat;30;90;9;15;4;5;0;3.1;0.1;2.6;2.3;1.5;0.4;0;0;25;7;7;14;3;4;0;3.1;0.1;0.4;0.1;2.398150763;0.2;0;0;8.33;7.78;7.78;9.33;7.5;8;0;10;0;0;0;0;0;0;0
6202 - Kab. Kota Waringin Timur;1;0;0;3;1;0;0;1;0;6;8.2;0;0;0;0;1;0;0;3;1;0;0;1;0;0;0.2;0;0;0;0;10;0;0;10;10;0;0;10;0;0;0;0;0;0;0
6203 - Kab. Kapuas;14;8;62;43;1;0;2;0;0.5;1;0;4;0;0;0;12;8;51;35;1;0;2;0;1;0.6;0;6.318785104;0.5;0;0;8.2;8.2;8.23;8.09;10;0;10;0;0;0;0;0;0;0;0
6204 - Kab. Barito Selatan;51;7;2;2;2;2;3;0;1;28.5;76;7;2;0;0;43;5;2;2;2;2;3;0;1;1;14;11.89852816;2;0;0;8.2;8.2;10;10;10;10;10;0;0;0;0;0;0;0;0
6205 - Kab. Barito Utara;13;22;68;27;10;7;17;3;5;0;2;0;2;0;0;11;18;54;22;8;6;14.5;2.854857143;4.8;9.4;5.9;0;18;0;0;8.2;8.2;7.94;8.15;8;8.57;8.529411765;9.516190476;0;0;0;0;0;0;0
6206 - Kab. Sukamara;0;3;7;3;1;3;6;4;7;0;0;0;0;0;0;0;3;7;3;1;3;6;4;8;0;0;0;0;0;0;0;8.2;10;10;10;10;10;10;0;0;0;0;0;0;0
6207 - Kab. Lamandau;60;29;25;24;47;26;5;7;2;0;0;0.5;2.2;0;0;47;24;20;18;39;22;4.5;6.5;2;1;0;0.772033318;0;0;0;7.83;8.28;8;7.5;8.3;8.46;9;9.285714286;0;0;0;0;0;0;0
6208 - Kab. Seruyan;3;5;2;0;0;0;1;0;0;0;0;5;0;0;0;3;5;2;0;0;0;0.75;0;0;0;0;7.745376565;0.5;0;0;8.2;8.2;10;0;0;0;0;0;0;0;0;0;0;0;0
6209 - Kab. Katingan;1;7;7;3;4;4;2;1;1;3;0;0;0;0;0;1;6;7;3;4;3;1.5;1;1;2;0;0;0;0;0;10;8.57;10;10;10;7.5;7.5;10;0;0;0;0;0;0;0
6210 - Kab. Pulang Pisau;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6211 - Kab. Gunung Mas;0;0;0;0;0;0;0;0;0;35;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.355803397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6212 - Kab. Barito Timur;17;25;9;7;0;5;5;3;3;12;5;1;1;0;0;14;18;7;5;0;4;3.333333333;1.81546875;3;1;2.2;1.594153407;1.8;0;0;8.1;8.1;7.78;7.14;0;8;6.666666667;6.0515625;0;0;0;0;0;0;0
6213 - Kab. Murung Raya;14;10;18;0;0;0;0;0;0;0;0;0;0;0;0;11;9;15;0;0;0;0;0;0;0;0;0;0;0;0;8.1;8.1;8.33;0;0;0;0;0;0;0;0;0;0;0;0
6271 - Kota Palangkaraya;0;0;1;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.889508493;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
6301 - Kab. Tanah Laut;102;105;111;81;120;80;93;92;99.9;92;32;3;1910.5;0;0;104;108;114;86;127;76;86.99;84.772;100;76;85.3;68;55.2;0;0;10.23;10.26;10.25;10.56;10.58;9.44;9.35;9.21;0;0;0;0;0;0;0
6302 - Kab. Kota Baru;716;301;241;193;91;32;111;212.9;137;16;5;0;0;0;0;742;314;260;207;98;32;114.37;220.3151;273;43.4;12.8;9.8;3.8;0;0;10.37;10.43;10.78;10.74;10.8;10.15;10.3;10.35;0;0;0;0;0;0;0
6303 - Kab. Banjar;38;23;33;69;105;81;80.1;66.7;81;290;0;1;742.7;0;0;39;24;34;72;110;81;79.83;65.8142;65.8;42.5;17.6;6.8;6.7;0;0;10.31;10.34;10.29;10.45;10.51;9.94;9.97;9.87;0;0;0;0;0;0;0
6304 - Kab. Barito Kuala;0;0;0;0;0;0;0;0;0;178.5;299.7;478.9;85.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6305 - Kab. Tapin;65;3;0;0;4;15;25;2;6;482.5;0;0;139;0;0;66;3;0;0;4;14;25.88;2.032;7;0;3.1;8;0;0;0;10.16;10.21;0;0;10.48;9.33;0;0;0;0;0;0;0;0;0
6306 - Kab. Hulu Sungai Selatan;16;16;7;5;23;25;28.7;8;13;0;0;2;0;0;0;16;17;7;5;25;26;29.48;8.202;14.4;6.8;2;2;0;0;0;10.29;10.55;10.56;10.59;10.73;10.31;10.27;10.25;0;0;0;0;0;0;0
6307 - Kab. Hulu Sungai Tengah;123;67;178;173;213;320;293;210.1;202.4;154.7;0;0;0;0;0;129;71;193;190;232;347;313.95;231.631;205;27;74.8;36;12.9;0;0;10.45;10.58;10.85;10.97;11.02;10.83;10.72;11.02;0;0;0;0;0;0;0
6308 - Kab. Hulu Sungai Utara;6;7;5;2;2;10;5;3;2;0;0;0;0;0;0;6;8;5;2;2;6;5.33;3.315;2;2.8;3.2;3.2;2.1;0;0;10.62;10.86;10.67;10.49;10.67;5.53;10.67;11.05;0;0;0;0;0;0;0
6309 - Kab. Tabalong;152;148;136;135;157;35;9;2;8;565;509;0;707;0;0;157;155;146;146;172;35;8.78;1.942;8;1.1;13.7;3.9;2.2;0;0;10.35;10.45;10.74;10.85;10.97;9.96;9.75;9.71;0;0;0;0;0;0;0
6311 - Kab. Tanah Bumbu;14;14;26;18;15;6;19;18;8;1674;647;2;226;0;0;14;14;27;19;16;6;19.71;18.51;8;3;9.8;8.1;1;0;0;10.03;10.27;10.38;10.32;10.54;10.2;10.37;10.28;0;0;0;0;0;0;0
6312 - Kab. Balangan;60;55;50;27;29;30;32;36;36.9;278;270;0;183;0;0;62;56;56;30;32;34;32.08;39.792;37;36;100;0;0;0;0;10.39;10.2;11.12;11.2;11.29;11.27;10.02;11.05;0;0;0;0;0;0;0
6371 - Kota Banjarmasin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6372 - Kota Banjarbaru;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0.97;0;0;0;1.2;1.2;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
6401 - Kab. Paser;55;50;13;17;22;0;16;0;5;7;16;14;4;0;0;60;54;14;19;25;0;0;0;5;6;13.6;13.2;4;0;0;10.92;10.8;10.77;11.18;11.25;0;0;0;10;8.571428571;8.5;9.428571429;10;0;0
6402 - Kab. Kutai Barat;23;52;59;24;6;0;10;0;0;3.5;4;0;0;0;0;26;58;65;26;7;0;0;0;0;3.5;5;0;0;0;0;11.15;11.15;11.02;10.83;11.03;0;0;0;0;10;12.5;0;0;0;0
6403 - Kab. Kutai Kertanegara;317;285;209;192;167;0;86;0;128;109;80;116;36.8;0;0;309;285;209;194;170;0;0;0;130.9;115.3;106.1;118.7;15.7;0;0;9.75;10;10;10.1;10.16;0;0;0;10.2265625;10.57798165;13.2625;10.23275862;4.266304348;0;0
6404 - Kab. Kutai Timur;106;67;44;12;57;0;16;0;13;5.1;8.1;11;2.4;0;0;109;68;46;13;60;0;0;0;13;4.2;2;3.3;4;0;0;10.26;10.15;10.45;2.95;10.45;0;0;0;10;8.235294118;2.469135802;3;16.66666667;0;0
6405 - Kab. Berau;121;102;92;93;87;0;65;0;52;51;19;12.3;3.9;0;0;141;120;108;110;103;0;0;0;77.5;103.2;10.8;12.8;4;0;0;11.69;11.76;11.74;11.83;11.81;0;0;0;14.90384615;20.23529412;5.684210526;10.40650407;10.25641026;0;0
6409 - Kab. Penajam Paser Utara;22;17;4;10;0;0;1;0;0;0;1;0.3;0.4;0;0;24;19;4;11;0;0;0;0;0;0;1;0.3;0.4;0;0;10.95;11.18;10;11;0;0;0;0;0;0;10;10;10;0;0
6411 - Kab. Mahakam Hulu;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;11.61;0;0;0;10;0;0;0;0;0;0
6471 - Kota Balikpapan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6472 - Kota Samarinda;8;4;2;1;0;0;0;0;0;1;0;0;0;0;0;8;4;2;1;0;0;0;0;0;1;0;0;0;0;0;10.02;10;10;10;0;0;0;0;0;10;0;0;0;0;0
6474 - Kota Bontang;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6501 - Kab. Malinau;0;0;0;6;4;9;18;3;1;0;0;1;0;0;0;0;0;0;6;1;9;18;0;1;0;0;1;0;0;0;0;0;0;10;2.54;10;10;0;10;0;0;10;0;0;0
6502 - Kab. Bulungan;0;0;0;34;106;88;18;54;57;9.5;11.7;3;0.6;0;0;0;0;0;34;106;88;18;0;129;10;13.4;68.2;0.8;0;0;0;0;0;10;9.96;10;10;0;22.63157895;10.52631579;11.45299145;227.3333333;13.33333333;0;0
6503 - Kab. Tana Tidung;0;0;0;2;1;0;0;2;0;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1.2;0;0;0;0;0;0;0;10;10.02;0;0;0;0;10;6;0;0;0;0
6504 - Kab Nunukan;0;0;0;28;8;15;29;27;21;5;6;3;5;0;0;0;0;0;31;9;16;32;0;22;5;0.6;0.3;0.5;0;0;0;0;0;11.07142857;11;10.67;11.03;0;10.47619048;10;1;1;1;0;0
6571 - Kota Tarakan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7101 - Kab. Bolaang Mongondow;1116;684;906;635;0;716;716;0;201.3;86.3;30;67;134;0;0;1449;873;1167;823;0;815;0;0;245.6;101.3;35;85.2;170.8;0;0;12.99;12.76;12.88;12.92;0;11.4;0;0;12.20069548;11.73812283;12.77912949;14.04725408;12.74626866;0;0
7102 - Kab. Minahasa;9;19;21;43;0;11;11;0;0;0;0;0;8;0;0;11;24;23;52;0;14;0;0;0;0;0;0;9.6;0;0;12.55;12.63;10.95;12.09;0;12.7;0;0;0;0;12.35048908;14.29392184;12;0;0
7103 - Kab. Kepulauan Sangihe;0;0;12;2;0;2;2;0;0;0.5;0;0;0.7;0;0;0;0;12;0;0;2;0;0;0;1;0;0;0.7;0;0;0;0;10;0;0;10;0;0;0;20;13.12827935;13.80158379;10;0;0
