Nama Kota;Luas Panen 2010;Luas Panen 2011;Luas Panen 2012;Luas Panen 2013;Luas Panen 2014;Luas Panen 2015;Luas Panen 2016;Luas Panen 2017;Luas Panen 2018;Luas Panen 2019;Luas Panen 2020;Luas Panen 2021;Luas Panen 2022;Luas Panen 2023;Luas Panen 2024;Produksi 2010;Produksi 2011;Produksi 2012;Produksi 2013;Produksi 2014;Produksi 2015;Produksi 2016;Produksi 2017;Produksi 2018;Produksi 2019;Produksi 2020;Produksi 2021;Produksi 2022;Produksi 2023;Produksi 2024;Produktivitas 2010;Produktivitas 2011;Produktivitas 2012;Produktivitas 2013;Produktivitas 2014;Produktivitas 2015;Produktivitas 2016;Produktivitas 2017;Produktivitas 2018;Produktivitas 2019;Produktivitas 2020;Produktivitas 2021;Produktivitas 2022;Produktivitas 2023;Produktivitas 2024
9108 - Kab. Raja Ampat;30;44;5;1;1;0;0;0;0;0;0;0;0;0;0;29;43;6;1;1;0;0;0;0;0;0;0;0;0;0;9.56;9.79;11.26;11;8.9;0;0;0;0;0;0;0;0;0;0
9109 - Kab. Tambrauw;0;0;0;32;19;3;0;0;0;0;0;0;0;0;0;0;0;0;34.05;19;3;0;0;0;0;0;0;0;0;0;0;0;0;10.64;10.12;10;0;0;0;0;0;0;0;0;0
9110 - Kab. Maybrat;0;0;22;44;55;29;0;36;11;0;0;0;0;0;0;0;0;24;47;57;33;0;36;22;0;0;0;0;0;0;0;0;10.85;10.6;10.32;11;0;10;0;0;0;0;0;0;0
9111 - Kab. Manokwari Selatan;0;0;0;0;0;18;0;0;1;4;0;0;0;0;0;0;0;0;0;0;20;0;0;1;4;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0
9112 - Kab. Pegunungan Arfak;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9171 - Kota. Sorong;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9401 - Kab. Merauke;18;47;75;75;50;82;103;40;45.2;15;15;44.6;70.5;0;0;92;48;79;79;53;88.25;88.25;42.01;62.5;15;11.2;90.9;132.9;0;0;11.11;10.3;10.53;10.53;10.63;10.76;10.76;10.5025;0;0;0;0;0;0;0
9402 - Kab. Jayawijaya;61;74;34;0;0;0;0;0.3;0.3;0;0.3;0;0;0;0;66;76;35;0;0;0;0;0.3657;0.3;0;0;0;0;0;0;10.98;10.3;10.29;0;0;0;0;12.19;0;0;0;0;0;0;0
9403 - Kab. Jayapura;0;87;33;20;33;15;23;19;22;8;45;10.7;20.5;0;0;135;93;35;21;36;16.53;16.53;22.247;23;8;37.9;28;1159;0;0;0;10.66;10.61;10.53;10.98;11.02;11.02;11.70894737;0;0;0;0;0;0;0
9404 - Kab.Nabire;0;117;87;92;46;73;23.5;28.5;46.5;99.9;57.5;27;37;0;0;120;119;76;95;49;79.39;79.39;32.8355;46.5;99.9;57.5;27;37;0;0;0;10.19;8.74;10.36;10.59;10.88;10.88;11.52122807;0;0;0;0;0;0;0
9408 - Kab. Kepulauan Yapen;63;47;49;72;20;7;0;1;0;0;0;0;0;0;0;72;49;31;76;21;7.84;7.84;1.119;0;0;0;0;0;0;0;10.95;10.47;6.33;10.5;10.43;11.19;11.09;11.19;0;0;0;0;0;0;0
9409 - Kab. Biak Numfor;0;20;67;103;38;89;40;54;7;0;0;0;5;0;0;14;19;0;117;42;97.09;97.09;59.474;7;0;0;0;9;0;0;0;9.52;0;11.37;11.13;10.91;10.91;11.0137037;0;0;0;0;0;0;0
9410 - Kab. Paniai;0;0;36;10;0;0;0;0;0;0;0;0;0;0;0;0;0;90;11;0;0;0;0;0;0;0;0;0;0;0;0;0;25;10.77;0;0;0;0;0;0;0;0;0;0;0
9411 - Kab. Puncak Jaya;0;0;29;7;0;0;0;0;0;0;0;0;0;0;0;0;0;51;7;0;0;0;0;0;0;0;0;0;0;0;0;0;17.59;10.69;0;0;0;0;0;0;0;0;0;0;0
9412 - Kab. Mimika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9413 - Kab. Boven Digoel;0;0;0;0;0;0;5;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;7.891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.27285714;0;0;0;0;0;0;0
9414 - Kab. Mappi;0;44;17;9;0;0;0;0;0;0;0;0;0;0;0;28;47;18;10;0;0;0;0;0;0;0;0;0;0;0;0;10.61;10.59;10.6;0;0;0;0;0;0;0;0;0;0;0
9415 - Kab. Asmat;0;0;16;0;0;0;0;6.2;0;0;5.5;0;0;0;0;0;0;16;0;0;0;0;7.408;0;0;0;0;0;0;0;0;0;10;0;0;0;0;11.9483871;0;0;0;0;0;0;0
9416 - Kab. Yahukimo;0;9;31;24;24;4;2;0;0;0;0;0;0;0;0;11;10;32;25;25;4.43;4.43;0;0;0;0;0;0;0;0;0;10.95;10.32;10.34;10.57;11.08;11.08;0;0;0;0;0;0;0;0
9417 - Kab. Peg. Bintang;0;10;34;21;0;91;23;4;0;0;4;0;0;0;0;8;11;34;21;0;100.4;100.4;4.876;0;0;0;0;0;0;0;0;10.78;10;10.19;0;11.03;11.03;12.19;0;0;0;0;0;0;0
9418 - Kab. Tolikara;0;0;23;11;0;26;22;7;0;0;0;0;0;0;0;0;0;24;12;0;27.64;27.64;8.533;0;0;0;0;0;0;0;0;0;10.43;10.45;0;10.63;10.63;12.19;0;0;0;0;0;0;0
9419 - Kab. Sarmi;0;49;24;16;23;15;0;5;0;0;5;0;0;0;0;56;52;25;17;26;17.05;17.05;5.595;0;0;0;0;0;0;0;0;10.67;10.42;10.61;11.1;11.37;11.37;11.19;0;0;0;0;0;0;0
9420 - Kab. Keerom;0;107;87;120;52;10;6;32;32;0;32;0;0;0;0;93;111;88;124;57;10.7;10.7;35.938;32;0;0;0;0;0;0;0;10.34;10.11;10.35;10.93;10.7;10.7;11.230625;0;0;0;0;0;0;0
9426 - Kab. Waropen;0;70;34;55;0;15;0;0;0;0;0;0;0;0;0;76;77;33;53;0;16.51;16.51;0;0;0;0;0;0;0;0;0;10.01;9.71;9.66;0;11;11;0;0;0;0;0;0;0;0
9427 - Kab. Supiori;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9428 - Kab.Mamberamo Raya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9429 - Kab. Nduga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9430 - Kab. Lanny Jaya;0;0;0;0;0;0;0;0;0;475.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9431 - Kab. Mamberamo Tengah;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9432 - Kab. Yalimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9433 - Kab. Puncak;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9434 - Kab. Dogiyai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9435 - Kab. Intan Jaya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9436 - Kab. Deiyai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9437 - Kab. Yapen Waropen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9471 - Kota Jayapura;0;46;131;14;23;2;0;15;51;25.8;18.6;0;4.9;0;0;29;50;133;14;25;2.27;2.27;16.671;40.3;25.8;18.1;0;155;0;0;0;10.86;10.15;10.19;10.87;11.37;11.37;11.114;0;0;0;0;0;0;0
